0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
26.47,86.32,40.32,72.28,44.81,41.1,61.63,43.96,7.43,63.23,23.94,37.3,71.9,24.34,50.16,51.68,42.95,9.4,35.59,4.78,72.72,27.81,26.45,4.67,29.47,50.39,43.94,6.55,44.44,76.45,42.93,33.64,42.46,0.0,50.72,36.35,8.81,27.36,15.94,29.09,48.43,41.68,85.1,33.58,87.02,55.59,10.3,37.51,19.92,87.12,10.78,75.99,25.74,29.13,23.74,72.56,42.9,70.62,18.91,46.91,39.29,28.02,61.55,16.27,95.05,51.58,56.08,44.8,24.5,69.88,148.37,73.25,49.44,118.61,27.53,62.4,59.39,74.02,28.28,17.65,87.28,25.67,61.71,65.62,24.07,1.39,65.34,70.76,19.41,23.79,96.65,26.52,42.71,93.58,31.34,23.45,66.67,30.08,46.57,23.06,127.91
32.25,22.19,74.7,7.53,58.83,65.63,10.5,22.99,57.53,28.54,74.62,8.46,19.68,34.52,67.72,14.31,2.96,48.77,22.93,46.28,130.81,19.57,47.46,54.27,91.59,99.09,29.29,49.5,52.27,25.58,93.65,24.14,89.46,50.72,0.0,90.23,51.57,83.4,58.21,54.2,66.08,1.77,44.86,55.05,45.64,93.97,50.18,39.57,38.51,47.91,61.67,23.64,26.96,34.45,49.33,63.8,60.18,38.51,70.86,17.2,15.14,14.39,52.07,56.16,44.8,98.86,79.47,99.27,57.21,30.13,87.22,106.02,81.19,55.54,30.94,12.32,5.22,36.57,76.04,36.81,25.07,36.27,3.51,4.95,55.61,50.28,12.71,57.48,44.95,26.0,28.03,36.42,34.49,47.14,28.29,55.82,9.35,57.18,20.26,40.17,44.28
54.47,82.94,39.69,97.52,61.89,63.93,89.99,80.31,40.5,109.33,14.79,65.11,81.21,44.12,63.69,85.21,90.69,38.32,50.34,32.94,57.37,59.83,48.43,31.49,11.67,49.57,73.7,40.62,68.59,98.53,46.1,92.39,4.84,41.95,90.23,0.0,26.81,40.99,20.27,64.46,80.92,82.32,148.07,34.22,129.77,71.26,20.41,92.08,47.09,120.63,21.62,82.33,56.63,47.44,52.91,92.99,46.48,92.59,32.73,97.33,77.33,82.51,133.29,29.95,118.61,8.02,53.92,43.87,36.79,103.43,212.73,28.47,40.1,138.35,71.61,103.68,87.39,104.27,23.56,58.29,121.88,44.54,67.92,84.46,52.4,28.59,85.69,104.16,43.8,73.31,110.88,80.16,87.05,119.74,70.47,51.51,91.67,51.31,76.71,50.48,169.56
26.54,56.16,37.42,62.9,30.04,49.05,63.61,45.01,7.03,65.51,21.43,39.59,81.6,19.77,33.92,59.7,51.79,5.81,23.87,14.69,77.88,23.44,29.0,14.19,27.34,69.44,34.87,21.35,45.29,72.58,41.23,37.51,38.82,11.45,51.57,26.81,0.0,38.66,27.36,36.72,48.8,63.08,112.4,39.96,110.04,61.04,17.51,67.81,26.26,98.96,11.14,55.86,32.21,24.76,27.89,49.35,32.95,80.02,34.46,75.13,39.52,34.39,99.87,23.33,87.36,40.19,51.83,56.72,27.95,80.02,173.45,54.63,42.95,103.95,49.32,53.92,53.69,80.89,12.88,17.5,87.11,30.31,61.97,56.82,11.13,11.59,45.9,66.21,22.08,33.11,81.14,42.65,40.12,88.7,33.36,38.66,43.73,21.83,44.86,37.53,87.05
47.23,94.47,71.93,61.84,55.47,45.01,71.22,52.18,23.06,109.88,21.2,73.3,83.97,35.42,77.56,53.24,56.85,31.29,58.75,13.72,58.53,46.29,31.94,17.29,29.75,48.3,46.56,22.25,32.51,90.44,58.29,51.62,30.04,18.24,72.28,32.79,33.51,0.0,19.68,34.92,27.43,66.54,115.97,6.98,109.82,30.33,15.01,53.48,27.0,103.94,30.97,89.63,41.24,51.15,30.82,88.85,50.98,92.25,3.58,56.24,56.77,51.05,85.88,11.68,70.48,47.27,28.23,64.11,3.28,66.61,186.44,63.46,79.94,108.97,52.35,82.02,62.16,73.55,42.84,33.67,80.58,38.42,71.74,86.82,51.25,26.76,70.9,42.66,30.82,40.59,94.61,31.82,40.28,123.4,73.22,19.64,71.16,48.24,41.47,39.6,95.47
40.27,109.74,45.35,83.34,56.89,50.55,94.96,63.97,30.19,118.39,5.34,69.05,92.37,32.04,65.54,88.03,88.29,32.79,59.31,18.57,60.72,50.7,52.6,20.07,14.82,52.02,52.25,21.05,39.3,110.53,51.92,63.64,15.41,23.92,69.85,13.52,21.89,19.68,0.0,48.24,60.95,69.12,102.85,26.51,132.68,50.34,10.44,47.91,50.9,87.7,9.37,73.55,46.46,45.15,39.75,100.72,50.94,85.82,16.25,62.37,72.93,43.93,90.69,21.37,94.01,19.23,64.76,38.33,16.65,73.54,129.95,35.4,46.7,95.0,63.05,81.38,66.59,93.34,27.17,35.9,124.57,47.27,74.16,77.52,35.73,24.54,71.19,67.39,46.35,50.77,103.7,48.18,57.88,131.63,59.46,29.72,78.27,45.54,55.89,37.39,151.58
29.36,65.54,91.85,50.41,56.5,16.3,55.47,20.89,29.77,47.31,66.02,41.61,66.54,27.67,62.39,29.25,38.23,48.15,29.02,29.32,85.08,34.31,8.4,28.71,66.67,62.48,15.24,34.02,4.1,91.3,64.18,24.18,82.93,37.81,43.36,53.72,47.74,34.92,60.3,0.0,10.36,36.84,48.75,29.75,90.3,56.08,34.31,11.03,15.48,62.14,39.31,88.93,37.28,33.15,14.54,90.78,80.85,69.23,38.86,30.83,32.22,37.61,48.2,30.92,42.4,59.12,45.3,96.06,38.48,51.38,97.27,90.71,90.68,85.79,16.39,39.11,46.62,89.07,61.66,34.46,87.98,21.71,48.3,51.43,39.22,33.8,37.72,18.67,15.88,50.25,54.49,12.8,5.36,56.19,62.62,16.45,54.95,72.69,20.73,17.68,103.42
44.11,81.29,85.25,64.84,94.58,13.1,66.97,43.15,51.08,70.14,57.32,35.64,59.07,27.85,89.42,44.12,46.17,36.77,43.68,47.02,98.92,46.71,15.11,46.45,63.88,41.31,29.49,34.39,5.31,103.25,102.06,28.02,72.84,48.43,57.27,70.13,52.86,41.15,40.63,7.97,0.0,58.23,53.59,26.04,80.69,36.66,43.21,13.35,24.2,74.14,49.87,67.25,41.52,52.18,12.9,115.83,90.16,92.31,43.46,45.55,60.17,55.01,61.92,29.45,62.22,88.11,29.28,76.57,41.02,45.76,154.53,90.94,73.49,72.83,26.74,55.74,46.77,67.34,66.46,32.26,66.18,20.66,45.12,47.51,44.57,31.36,46.88,23.29,28.6,40.63,61.64,16.45,13.37,75.22,49.1,16.65,65.31,53.54,28.7,28.97,112.67
24.38,17.95,72.8,6.51,45.01,67.25,12.98,16.21,56.47,37.89,80.02,12.28,14.78,26.2,65.13,16.45,1.43,47.68,23.74,68.69,150.68,24.37,41.6,53.68,78.09,82.88,25.13,56.57,61.34,29.33,73.22,22.08,67.92,41.68,1.77,68.6,54.67,66.54,86.4,36.84,58.23,0.0,50.83,55.12,31.31,87.19,49.57,48.71,38.77,57.74,75.89,22.61,21.91,32.75,45.87,61.2,38.48,47.96,81.41,20.91,13.69,20.51,54.72,69.9,41.09,97.83,80.19,112.52,85.67,29.9,110.56,113.53,86.06,49.29,29.26,20.89,9.62,23.16,59.44,30.01,33.13,39.33,1.4,3.27,43.08,62.02,13.23,49.11,38.89,26.65,38.59,28.6,42.46,42.52,30.22,46.85,7.54,51.13,19.38,27.11,68.16
81.78,56.1,112.35,43.51,99.59,69.1,39.63,56.15,82.39,25.32,116.73,43.61,48.31,55.31,82.51,38.54,39.01,103.69,68.72,110.15,179.13,79.6,61.3,72.5,92.88,113.01,54.87,77.84,51.81,53.81,117.93,48.72,148.84,92.19,44.86,148.07,89.92,77.31,128.56,73.12,69.66,58.65,0.0,73.53,35.61,108.57,78.3,67.32,62.15,7.17,81.54,51.12,80.57,57.99,85.17,93.06,100.56,92.97,77.57,37.9,45.82,48.3,16.61,91.52,10.18,104.89,88.55,167.16,93.7,14.28,75.35,155.62,155.59,28.96,65.51,30.52,53.85,80.66,101.37,73.77,44.69,70.48,60.39,39.63,107.32,91.28,39.76,54.55,65.9,85.48,11.97,55.01,66.69,22.02,59.01,93.68,63.71,95.66,48.51,62.81,32.75
41.91,72.8,64.85,79.71,71.5,47.5,87.08,41.72,40.12,70.87,32.02,57.22,90.82,45.29,96.27,61.6,67.86,38.89,40.25,27.78,46.63,59.48,31.51,22.71,47.59,43.46,39.94,20.65,26.53,114.66,65.99,61.75,37.01,22.39,55.05,34.22,36.89,6.98,28.72,37.19,32.55,82.68,73.53,0.0,124.21,20.45,21.02,30.34,33.18,76.47,40.34,98.19,45.81,53.75,23.06,92.91,55.35,103.44,11.59,80.86,71.42,42.99,92.73,15.1,87.15,38.12,32.49,72.4,7.8,82.8,145.87,55.52,77.8,106.76,39.3,73.61,66.06,112.02,50.61,39.31,79.67,32.34,66.0,57.69,46.05,26.11,68.81,54.7,32.92,42.46,104.62,37.9,37.91,79.88,61.25,13.4,59.47,45.29,48.13,43.06,139.39
54.9,34.42,111.32,37.65,83.34,62.94,37.9,61.67,103.12,21.3,92.47,35.71,33.06,84.75,103.56,31.48,30.25,88.32,59.43,76.34,193.91,74.98,58.57,90.36,118.77,108.26,49.68,67.91,96.2,32.34,90.86,54.14,148.83,108.77,36.51,119.79,95.36,101.38,132.68,90.3,87.41,37.57,41.09,99.37,0.0,146.35,96.53,72.05,74.82,27.86,122.72,35.79,52.77,53.05,97.63,87.91,79.86,61.15,83.76,29.37,48.51,53.78,53.65,91.23,38.22,106.46,116.46,126.3,111.63,27.81,63.84,142.32,143.57,6.61,60.07,27.91,49.55,43.0,104.82,91.56,9.75,70.68,38.51,29.83,80.39,86.52,44.93,84.06,76.65,51.68,26.24,80.71,68.35,13.74,59.31,72.91,45.96,109.44,43.01,81.28,15.71
67.0,117.78,73.02,101.97,104.03,45.06,111.12,57.65,56.64,109.81,51.58,64.25,104.88,64.37,84.55,86.51,96.32,50.36,59.6,38.64,46.23,88.52,60.99,50.91,69.46,13.98,63.02,61.43,43.47,95.31,87.9,56.97,76.73,55.59,108.42,57.01,61.04,30.33,38.72,48.6,39.72,72.66,108.57,26.59,146.35,0.0,48.32,58.17,55.92,104.66,45.76,141.24,65.47,61.29,41.44,97.8,113.63,129.56,36.69,102.31,79.31,80.25,85.08,48.09,93.86,49.01,14.37,76.21,23.17,114.46,173.38,79.1,116.46,154.93,72.98,76.47,67.56,121.71,58.15,60.49,95.86,56.22,87.27,97.94,70.55,63.26,68.6,51.47,52.83,81.0,122.82,53.42,52.93,139.84,71.02,25.83,100.8,85.0,68.1,68.32,137.34
38.34,78.27,49.57,56.08,50.03,59.21,66.38,49.77,15.84,85.27,12.03,67.76,63.07,28.91,58.98,61.02,76.25,14.2,47.3,6.57,53.68,40.29,28.28,8.8,17.22,46.58,47.2,16.12,34.05,99.07,51.05,41.26,27.63,9.51,65.23,20.41,17.51,18.01,8.03,44.61,36.01,59.49,101.79,25.23,104.57,52.35,0.0,63.66,32.08,80.14,7.74,98.73,33.25,35.75,32.03,91.51,48.01,97.21,14.45,71.0,40.6,53.86,82.23,15.12,70.84,34.67,64.01,40.71,25.65,65.87,146.42,41.81,50.73,104.39,41.61,89.82,71.26,96.24,26.96,25.47,112.53,36.2,73.53,51.61,27.08,12.57,77.12,77.14,30.4,40.57,93.71,33.16,38.44,95.82,49.7,30.92,52.22,33.19,46.53,36.1,121.08
39.34,75.02,69.68,67.38,83.3,4.59,38.94,31.76,57.38,69.55,67.06,31.15,54.11,35.01,84.1,46.26,62.83,52.72,46.69,37.51,74.8,53.34,24.93,36.95,89.3,59.41,21.46,37.37,11.25,65.02,94.46,23.66,82.12,48.76,51.45,79.8,54.25,46.35,71.86,12.73,10.68,60.89,44.88,45.51,72.05,38.78,50.93,0.0,19.97,72.69,61.88,63.19,41.89,40.48,23.23,114.51,92.62,112.55,47.95,40.61,37.59,45.51,32.46,37.79,39.44,86.48,29.73,82.3,53.67,45.43,113.5,124.93,78.24,78.42,27.25,51.95,41.23,95.53,55.92,41.7,77.84,27.26,53.45,43.26,61.78,36.59,40.07,15.65,24.11,48.8,43.22,15.0,6.03,65.85,48.5,25.16,55.56,85.2,32.86,19.04,80.39
16.21,71.54,65.07,53.82,58.04,29.18,48.87,21.43,28.86,46.31,45.62,33.26,44.6,14.08,65.66,31.5,46.88,25.31,17.95,28.28,71.73,22.69,3.55,31.31,42.58,79.64,12.49,17.5,21.98,68.12,53.35,16.02,57.52,23.91,44.43,47.09,34.14,27.0,44.12,11.91,27.92,38.77,51.79,30.63,69.06,51.62,34.75,29.96,0.0,64.7,30.69,51.17,16.01,21.53,12.72,88.01,62.99,76.37,39.85,38.12,27.77,24.71,54.34,22.77,57.85,79.72,38.27,83.24,36.81,60.06,97.43,68.5,76.67,63.84,9.81,46.96,37.94,60.9,36.96,22.19,64.98,3.84,44.71,38.94,41.38,22.92,35.88,30.38,5.11,28.63,55.51,7.95,18.58,71.91,45.85,20.65,41.45,47.97,17.54,4.25,82.27
66.93,48.69,122.01,34.93,91.09,74.89,29.85,50.49,70.07,21.67,110.17,55.35,56.89,73.73,98.02,36.37,38.23,70.32,53.44,75.36,183.97,64.43,69.54,111.6,122.48,127.29,57.77,66.72,66.04,66.55,128.24,38.97,121.02,94.38,47.91,100.52,76.13,95.95,87.7,62.14,85.55,57.74,4.78,99.42,30.18,130.83,80.14,48.46,80.88,0.0,108.02,63.05,54.72,58.38,77.24,75.65,92.36,103.87,80.06,26.06,59.63,48.75,22.13,94.56,11.37,128.16,116.52,168.13,105.08,21.9,46.22,145.49,104.02,36.5,59.47,36.87,36.03,66.69,85.36,94.06,30.82,73.06,39.63,58.04,108.3,107.91,37.0,49.64,56.81,68.76,8.85,48.24,47.6,16.88,58.61,85.13,41.29,104.08,54.25,50.4,26.61
27.55,97.89,32.77,85.53,38.05,61.08,74.12,57.54,13.2,73.25,14.64,47.23,82.41,26.41,49.4,63.92,67.3,18.14,32.33,13.28,56.02,38.22,42.48,13.86,12.0,77.3,60.1,25.87,51.18,97.66,36.54,44.14,17.78,12.93,66.81,18.02,9.28,26.84,12.18,47.17,49.87,50.6,106.0,34.96,98.17,54.92,7.14,61.88,39.89,108.02,0.0,97.69,43.83,35.56,38.65,75.11,43.03,62.24,26.5,74.41,49.78,55.49,94.0,17.45,73.93,32.06,58.27,52.52,22.66,68.64,148.61,45.81,33.08,132.61,57.42,80.37,59.11,75.85,14.89,20.89,98.54,36.26,49.93,52.41,18.33,15.06,53.55,85.29,35.02,37.29,112.22,55.91,43.27,81.86,55.63,31.56,63.16,27.44,49.68,50.75,114.11
56.37,9.57,79.29,22.81,37.47,67.39,31.39,38.82,53.71,51.4,100.25,38.44,13.42,45.39,62.02,50.51,27.69,51.69,35.52,75.71,118.96,46.96,53.79,62.08,108.01,156.08,47.63,73.04,82.28,4.04,79.66,47.51,104.91,75.99,28.36,82.33,67.04,89.63,73.55,88.93,87.43,29.39,61.35,98.19,44.74,112.99,85.57,82.14,66.52,58.2,65.13,0.0,60.6,36.06,89.47,43.22,53.4,25.45,109.51,35.56,28.07,32.56,80.19,85.42,54.46,106.75,89.01,121.55,76.58,51.2,82.83,117.6,70.54,41.89,46.71,42.8,43.28,4.32,72.04,70.48,30.14,61.18,33.26,25.91,61.63,87.6,46.38,107.21,75.49,45.07,61.9,76.35,75.38,55.16,33.75,102.56,25.53,75.66,46.27,63.58,58.93
3.93,38.41,41.24,42.64,41.42,55.14,33.36,19.85,16.04,66.18,39.73,23.57,35.89,5.06,56.86,29.36,34.81,23.56,7.56,23.89,79.06,5.35,20.19,27.4,47.61,64.04,20.49,24.07,27.94,49.46,68.08,25.05,70.34,25.74,22.47,70.78,21.47,44.67,35.74,24.85,31.94,26.29,53.71,42.29,68.6,65.47,36.02,41.89,20.01,71.14,35.06,48.48,0.0,12.45,20.95,54.42,35.73,68.56,39.43,37.27,17.08,10.02,46.21,25.38,68.88,80.67,61.2,57.9,36.21,60.2,113.56,66.92,61.19,71.21,14.97,42.4,30.06,51.28,30.77,8.33,56.87,11.81,21.42,28.88,27.46,23.33,36.68,55.38,12.89,11.3,69.25,22.43,34.08,63.19,25.91,44.05,32.61,40.94,13.48,15.85,65.88
12.91,42.77,42.8,41.95,35.5,45.03,38.31,22.44,21.18,46.4,61.97,21.65,43.91,12.48,44.67,42.52,29.66,18.97,6.55,40.64,82.99,5.51,32.57,33.92,38.35,91.42,29.94,20.9,36.17,47.33,60.45,22.81,46.43,33.61,34.45,71.15,24.76,39.34,45.15,43.09,40.14,28.38,75.38,62.02,68.97,91.93,29.79,48.58,21.53,58.38,44.45,36.06,8.3,0.0,34.43,44.85,21.94,49.91,37.38,42.56,15.51,12.59,67.4,36.62,50.16,70.36,70.23,64.51,62.05,57.07,143.29,65.55,59.47,89.48,34.36,34.72,26.88,41.45,41.58,14.67,69.6,23.64,20.98,30.22,18.35,26.87,41.33,66.09,27.72,2.17,49.59,30.59,51.7,65.23,9.73,55.17,30.02,32.59,29.3,27.95,80.69
27.1,56.13,68.57,57.43,66.02,27.71,52.61,36.07,25.42,63.82,44.77,39.3,53.0,24.33,73.25,40.33,51.55,28.64,33.61,29.49,83.64,32.9,7.83,24.81,41.67,66.99,20.24,17.76,9.87,91.29,55.35,35.2,45.6,19.78,45.54,52.91,27.89,30.82,30.58,14.54,16.77,38.22,56.78,17.74,84.61,34.54,24.63,23.23,8.48,89.12,35.68,77.54,25.14,37.3,0.0,79.28,57.09,99.98,27.12,54.29,31.6,41.06,54.87,17.07,64.92,59.52,45.12,64.5,32.19,60.06,135.21,65.94,73.03,92.6,18.03,65.43,33.45,88.8,57.71,25.59,93.29,11.89,57.36,40.87,31.72,18.85,52.89,27.39,10.24,29.42,68.03,17.19,16.73,93.29,49.6,11.34,43.01,40.65,29.42,13.45,75.3
62.49,43.12,54.72,62.38,19.99,121.38,48.34,53.63,61.21,61.2,83.59,72.85,49.31,59.82,29.06,53.38,48.31,71.96,53.09,90.68,136.46,49.55,80.76,59.68,59.93,137.93,59.9,73.9,87.81,31.7,61.2,70.62,68.73,66.97,63.8,71.53,59.22,88.85,67.15,104.75,100.39,53.04,116.32,116.14,58.61,127.13,91.51,114.51,70.41,113.47,57.78,34.58,58.95,44.85,85.89,0.0,32.61,10.56,107.32,56.86,39.41,49.61,100.17,85.73,92.07,77.5,124.53,91.27,114.31,83.53,96.92,122.74,49.61,63.69,87.25,68.4,60.54,33.2,57.67,47.51,63.56,57.04,47.69,50.99,60.31,84.32,50.98,129.41,72.6,47.71,67.58,61.6,91.48,97.65,28.12,96.28,43.07,48.69,67.31,87.08,96.38
40.94,53.73,23.91,51.47,6.63,99.32,47.11,52.87,28.68,76.28,53.68,41.92,44.68,42.41,8.89,48.41,58.26,33.14,32.74,48.45,115.43,32.91,68.28,43.99,41.92,99.78,56.15,42.9,84.57,59.89,37.97,44.5,65.68,42.9,52.15,60.42,30.42,50.98,55.18,64.68,72.12,38.48,77.35,55.35,79.86,98.48,44.32,74.1,62.99,76.97,49.65,61.61,29.77,21.94,57.09,30.11,0.0,46.41,62.72,79.09,31.8,45.89,72.76,65.62,69.67,78.83,75.47,39.97,79.75,82.01,130.28,87.47,29.55,72.8,44.71,78.62,54.12,57.27,27.57,27.89,69.56,59.34,44.82,57.85,16.98,50.39,70.42,108.26,57.27,28.96,68.14,70.38,72.55,105.34,22.04,54.33,43.89,14.85,49.52,42.75,122.97
63.21,28.84,74.1,47.34,31.17,119.33,65.31,76.97,80.88,82.26,74.36,54.64,46.99,60.67,40.32,64.37,54.14,51.09,40.83,63.61,153.69,49.63,62.03,81.57,78.89,130.2,58.54,58.93,94.69,24.22,65.47,67.66,89.56,58.85,38.51,115.74,80.02,115.31,107.27,103.85,92.31,36.89,92.97,79.57,66.24,149.49,77.76,112.55,88.12,103.87,62.24,31.82,54.85,49.91,79.98,10.56,40.22,0.0,89.49,78.84,56.19,48.36,93.87,82.05,97.78,100.04,145.05,82.41,78.99,76.43,114.9,133.34,74.76,66.87,85.53,70.93,64.63,18.11,80.41,49.33,53.57,74.76,46.73,52.34,66.11,88.69,61.02,126.85,84.66,44.93,73.86,79.01,69.2,86.93,28.68,112.53,47.16,42.97,74.82,74.89,99.44
30.07,71.26,58.46,78.93,52.8,39.04,87.82,55.85,20.66,109.3,15.38,57.68,102.99,28.15,56.89,79.09,72.34,23.59,56.31,16.65,60.09,44.34,26.58,11.88,32.33,45.38,42.85,20.21,36.72,110.39,59.29,42.55,41.52,23.64,54.51,30.22,22.97,2.98,16.25,35.87,43.46,70.56,93.09,14.49,100.52,28.22,14.45,44.26,39.85,80.06,17.67,94.91,32.86,56.07,31.29,85.85,72.37,89.49,0.0,72.66,55.11,49.36,99.87,7.74,91.77,38.69,37.36,76.01,5.06,66.49,123.99,56.26,60.43,90.15,51.95,74.96,50.91,93.29,35.97,33.98,119.33,29.87,64.74,67.97,31.53,20.08,53.89,44.38,29.76,58.0,72.69,38.19,34.35,98.24,60.74,26.82,86.87,44.8,40.79,36.1,114.14
29.78,28.63,102.6,20.01,68.25,41.58,12.24,13.16,66.19,20.42,79.77,13.32,37.39,46.24,87.91,4.4,16.61,44.28,27.6,64.99,120.63,33.37,44.65,48.99,88.67,102.56,30.94,41.32,52.16,56.87,109.53,13.45,75.02,56.29,18.63,89.85,60.1,67.48,74.84,30.83,45.55,20.91,32.84,80.86,44.05,68.21,65.54,31.24,35.19,26.06,57.24,35.56,37.27,32.74,43.43,85.29,79.09,78.84,72.66,0.0,27.21,29.97,24.61,57.93,20.92,81.27,78.54,86.2,86.14,11.47,102.15,114.38,78.49,35.23,27.74,8.75,13.4,44.5,71.21,55.03,37.26,40.56,20.62,26.58,46.3,60.19,6.0,48.75,31.59,41.31,26.37,29.71,41.51,26.04,51.87,56.79,27.49,70.8,23.8,33.55,39.24
20.61,32.97,62.39,15.55,31.8,63.15,16.57,21.36,42.89,50.28,78.81,13.3,27.31,26.7,37.99,16.61,13.37,33.07,10.98,44.38,110.58,9.66,38.88,35.93,76.47,91.19,31.7,43.74,36.05,29.26,52.84,22.37,88.2,42.56,13.12,89.23,32.93,56.77,72.93,32.22,40.11,13.69,45.82,47.62,48.51,85.92,40.6,45.11,27.77,45.87,53.93,28.07,17.08,16.8,37.93,47.29,41.34,37.46,59.7,20.93,0.0,5.76,49.27,38.36,38.06,85.98,73.5,66.55,63.8,47.37,107.6,101.74,69.8,70.55,23.67,21.86,12.9,35.9,40.63,27.31,44.76,34.38,10.99,13.21,35.15,32.46,19.82,47.15,22.32,11.67,37.03,23.69,41.36,62.16,17.99,40.33,15.59,34.28,14.95,25.34,54.36
14.39,45.2,68.02,30.26,31.36,59.38,24.38,20.35,23.98,55.65,62.24,14.35,41.33,15.64,48.87,18.66,19.4,34.7,6.28,38.66,113.56,6.27,28.63,31.16,60.87,107.27,27.83,36.55,32.59,40.31,59.98,14.08,54.46,42.04,14.39,66.01,34.39,55.31,43.93,37.61,44.01,16.41,57.96,64.49,58.26,61.73,53.86,52.52,22.81,63.38,55.49,48.84,12.52,12.59,27.38,41.34,45.89,52.39,41.13,29.97,5.76,0.0,55.1,43.66,40.47,92.47,68.72,76.01,57.63,44.51,130.47,96.38,55.43,51.42,21.9,25.43,12.89,47.84,36.9,16.33,58.68,24.03,17.05,15.74,28.2,27.71,21.51,44.94,23.11,8.75,47.98,26.63,43.6,45.33,13.97,43.29,16.78,40.84,14.31,17.4,70.08
60.34,54.87,87.26,42.95,109.24,50.07,37.38,35.64,77.9,33.28,95.52,40.11,42.28,70.24,94.77,36.85,55.3,73.01,60.37,82.59,128.67,55.82,60.79,94.0,126.02,81.52,38.72,82.82,59.74,56.04,91.56,38.36,107.67,73.85,52.07,133.29,79.89,66.06,98.24,48.2,41.28,36.48,15.33,61.82,53.65,106.36,89.09,38.95,54.34,25.53,94.0,69.49,60.07,67.4,68.59,115.58,109.14,72.21,66.58,30.76,49.27,42.38,0.0,77.65,15.46,123.24,73.27,103.98,66.66,18.64,94.52,165.43,145.71,50.7,34.03,30.07,47.38,55.56,99.69,79.9,60.51,66.71,45.13,37.85,83.84,72.92,34.47,32.69,54.45,61.3,18.71,46.06,39.2,33.3,65.83,50.66,49.4,109.87,42.59,50.05,55.84
27.02,63.72,65.41,79.54,47.96,44.57,66.05,35.29,19.67,65.22,24.28,48.39,61.05,24.67,68.36,54.05,57.58,18.3,30.19,9.89,64.63,29.59,25.12,7.71,28.77,48.23,42.46,11.55,22.92,86.32,67.73,41.86,47.52,14.1,60.84,44.92,19.44,8.98,16.44,28.54,36.82,55.92,70.4,17.43,76.02,48.09,17.44,47.24,28.46,72.74,26.17,85.42,25.38,45.77,17.07,85.73,52.5,68.38,7.74,72.41,57.54,33.58,71.68,0.0,63.29,35.38,48.59,62.81,14.16,76.7,139.64,67.39,60.4,98.9,27.11,54.75,56.11,83.97,42.76,23.09,71.84,25.77,46.3,58.79,34.79,10.17,55.39,40.04,17.06,41.25,84.78,31.93,28.14,89.05,48.1,16.97,75.53,33.93,42.99,27.02,131.22
60.83,48.7,102.96,38.06,89.76,41.22,23.07,44.6,91.49,14.7,107.17,42.77,51.42,71.45,90.01,28.36,41.1,92.08,45.03,79.22,169.94,58.81,57.23,84.59,127.79,115.63,45.49,57.41,59.43,62.45,108.54,44.71,137.49,63.37,29.87,118.61,87.36,91.62,117.51,63.59,57.44,41.09,9.4,87.15,30.58,93.86,85.01,59.15,57.85,9.48,110.9,45.39,55.11,60.19,59.93,106.24,90.58,78.23,84.71,22.66,49.47,48.57,10.31,75.94,0.0,116.97,82.71,134.7,85.63,6.7,71.72,112.11,95.9,34.52,36.34,27.41,42.2,47.81,92.01,80.61,45.85,56.19,32.77,32.32,95.58,75.22,22.81,41.52,47.47,73.75,6.36,38.77,57.4,21.0,66.76,67.3,42.38,93.45,32.7,61.49,36.29
51.92,107.55,56.8,98.01,57.63,89.44,97.89,102.21,45.29,126.89,22.81,85.96,105.47,50.59,76.41,116.18,114.64,38.6,85.49,31.46,52.15,56.51,81.43,42.13,17.63,64.5,81.58,60.11,57.87,133.06,34.84,67.93,10.53,34.39,98.86,10.03,40.19,47.27,23.08,59.12,58.74,112.88,125.87,38.12,159.69,49.01,34.67,99.79,69.09,106.8,36.99,106.75,53.78,54.12,64.48,93.0,52.55,108.38,38.69,97.52,85.98,61.65,142.2,45.99,126.72,0.0,56.48,36.68,41.76,111.04,178.07,22.71,44.0,135.67,79.58,129.44,95.93,104.17,44.7,68.19,130.56,50.68,89.5,77.05,41.55,52.45,77.92,88.94,60.0,66.67,98.76,59.38,82.56,138.21,73.02,47.64,92.64,52.52,98.12,73.56,155.46
48.08,101.66,90.79,93.83,79.3,27.76,87.28,76.61,60.98,91.28,67.57,86.85,122.0,55.4,126.55,59.29,68.24,75.12,55.93,59.74,59.49,55.38,42.39,48.08,75.31,24.97,54.41,39.74,39.16,108.5,91.98,75.52,57.21,43.14,79.47,53.92,51.83,28.23,51.8,36.24,33.79,100.24,73.79,21.66,134.38,11.05,51.21,44.6,49.75,100.99,72.83,133.52,66.3,87.79,30.08,95.79,98.12,96.7,31.13,90.62,61.25,74.45,73.27,42.11,103.39,73.42,0.0,122.21,39.8,67.59,161.07,88.59,105.92,123.54,63.68,68.96,91.86,88.83,78.68,62.99,106.45,58.83,67.05,83.46,87.93,63.58,92.35,29.04,60.39,89.02,72.89,45.88,49.15,109.99,68.12,26.09,93.7,79.54,65.89,52.2,96.66
